티커,BPS,PER,PBR,EPS,DIV,DPS
270870,10818,13.64,0.67,528,3.47,250
144960,5561,8.9,0.99,619,0.91,50
085670,2704,7.82,1.72,595,0.0,0
064260,4804,0.0,0.76,0,0.0,0
340360,468,0.0,3.63,0,0.0,0
039560,10652,0.91,0.47,5509,0.0,0
154040,2011,7.62,1.1,290,0.0,0
032190,29654,2.52,0.45,5319,2.24,300
068240,6014,0.0,2.32,0,0.0,0
020400,14688,13.92,0.65,684,0.63,60
008830,8267,12.26,0.7,470,0.69,40
048470,7207,0.0,0.54,0,0.78,30
004780,8206,6.7,0.5,610,2.44,100
017650,28061,3.14,0.31,2741,1.16,100
007720,1141,0.0,0.65,0,0.0,0
389260,6278,15.18,3.89,1607,0.0,0
317850,5713,67.16,1.82,155,0.86,90
290670,10708,14.06,3.86,2941,0.0,0
078140,10701,13.34,0.98,788,0.48,50
036480,10220,22.1,0.97,448,0.76,75
027830,1388,80.26,1.1,19,0.0,0
104040,1685,0.0,0.8,0,0.0,0
129920,4996,42.14,1.62,192,0.0,0
438220,0,0.0,0.0,0,0.0,0
442310,0,0.0,0.0,0,0.0,0
020180,755,20.42,1.43,53,0.92,10
045390,1561,26.13,1.99,119,0.0,0
108380,23432,0.0,0.54,0,0.0,0
006580,6960,0.0,0.47,0,1.23,40
007680,25597,4.15,0.24,1455,4.97,300
048910,7889,25.97,1.53,464,0.83,100
005710,20844,3.04,0.27,1879,3.06,175
290380,4311,0.0,0.53,0,0.0,0
290120,7447,2.14,0.59,2066,4.52,200
120240,20442,10.02,0.94,1916,2.08,400
003310,1949,15.04,0.95,123,1.89,35
078600,8056,1325.37,11.02,67,0.11,100
096350,166,0.0,3.81,0,0.0,0
140520,7269,1.02,0.37,2641,5.56,150
131220,4889,10.29,1.38,657,0.89,60
010170,1420,0.0,1.24,0,0.0,0
054670,7336,5.08,1.2,1733,1.14,100
023910,38333,6.64,0.72,4171,2.35,650
021040,6340,0.0,0.74,0,0.0,0
021045,0,0.0,0.0,0,0.0,0
067080,4452,120.47,1.73,64,1.95,150
298540,19725,4.42,1.06,4717,1.92,400
393890,27737,35.05,2.45,1940,0.0,0
299170,1259,13.23,1.52,145,0.0,0
224060,14734,0.0,0.45,0,0.0,0
213420,12991,28.75,3.48,1574,0.0,0
317330,10385,17.13,1.46,885,0.0,0
077360,6480,57.16,1.18,134,0.0,0
090410,1972,9.27,1.03,220,0.98,20
263600,6918,10.99,1.33,840,0.76,70
194480,16951,0.0,2.03,0,0.0,0
263800,1934,35.2,2.69,148,0.0,0
206560,2122,0.0,3.77,0,0.0,0
261200,2073,131.63,5.46,86,0.0,0
067990,11515,4.08,0.43,1213,7.27,360
006620,3696,22.18,1.43,238,2.08,110
100130,4637,0.0,0.68,0,0.0,0
005160,7762,43.6,0.7,125,2.39,130
075970,4331,17.87,0.88,214,2.09,80
086450,11419,11.85,1.25,1203,1.26,180
099410,2237,26.58,1.13,95,0.0,0
033500,5159,45.42,2.6,295,2.61,350
025950,10664,13.48,0.91,722,1.54,150
088130,17660,42.91,0.37,151,3.09,200
041930,9336,8.06,0.88,1017,1.46,120
060380,3966,8.79,0.57,257,2.21,50
079960,35453,7.58,0.62,2921,1.35,300
228340,6146,11.98,0.48,245,0.0,0
088910,7525,4.84,0.4,628,0.0,0
094170,1227,0.0,22.13,0,0.0,0
013120,11288,3.76,0.3,905,4.71,160
109860,18061,6.31,0.57,1646,3.85,400
032960,17356,42.66,0.77,312,0.26,35
023790,2298,0.0,0.73,0,0.0,0
005290,13553,11.64,2.66,3102,0.36,130
025900,36422,16.67,0.96,2099,0.0,0
131970,21119,15.21,2.22,3080,0.34,160
073190,1865,0.0,1.26,0,0.0,0
030350,972,0.0,0.52,0,0.0,0
203650,1683,15.79,1.79,191,0.0,0
223250,8496,18.04,1.65,776,0.0,0
060570,2951,6.6,1.07,480,0.0,0
217620,214,0.0,5.27,0,0.0,0
016670,515,0.0,0.71,0,0.0,0
187870,19571,9.17,0.73,1560,1.47,210
066670,10086,14.07,0.61,435,0.82,50
110990,9727,20.26,1.06,508,2.92,300
263690,6684,8.22,1.61,1306,2.95,317
214680,1041,29.47,2.92,103,0.0,0
263720,6066,34.96,2.9,504,0.0,0
376300,5988,50.89,6.22,732,0.0,0
141020,109,0.0,34.27,0,0.0,0
109740,5020,0.0,1.06,0,0.0,0
196490,2984,0.0,1.5,0,0.0,0
066900,7244,6.57,0.47,518,0.0,0
127120,1632,0.0,2.07,0,0.0,0
092070,13033,39.8,1.52,499,1.01,200
039840,11250,0.0,2.46,0,0.0,0
219550,1217,40.73,1.0,30,0.0,0
310870,2247,8.95,0.84,210,0.0,0
104460,11057,0.0,1.92,0,0.47,100
079810,1332,0.0,21.47,0,0.0,0
113810,499,0.0,2.08,0,0.0,0
043360,5011,35.39,0.54,77,0.0,0
197140,4799,52.88,1.15,104,0.55,30
068930,5758,8.92,1.04,673,3.33,200
033130,2204,26.73,0.91,75,1.0,20
105740,12310,15.77,0.88,685,1.85,200
263020,4112,6.36,0.73,473,1.66,50
290550,6123,7.75,1.51,1193,0.0,0
187220,8768,33.02,0.47,124,0.0,0
383930,3668,9.69,1.37,517,0.0,0
131180,2103,12.67,0.57,94,3.36,40
315640,1070,0.0,19.35,0,0.0,0
317120,1487,0.0,2.96,0,0.0,0
042510,983,13.49,2.36,172,0.0,0
232680,2252,15.42,4.13,603,0.54,50
418420,300,325.22,24.93,23,0.0,0
300120,2616,0.0,2.54,0,0.75,50
171120,3414,16.42,1.19,247,4.93,200
388790,1902,0.0,1.14,0,0.0,0
069540,2214,0.0,1.52,0,0.0,0
347700,936,0.0,4.85,0,0.0,0
214260,4840,0.0,4.86,0,0.0,0
200350,6554,0.0,2.15,0,0.0,0
171010,3731,13.99,1.63,436,0.0,0
084650,3079,7.08,1.64,715,0.0,0
217500,1830,32.12,1.98,113,0.83,30
141080,8611,0.0,4.11,0,0.0,0
038390,23494,6.02,0.66,2589,5.78,900
294140,319,0.0,10.0,0,0.0,0
228670,8300,48.61,3.17,541,0.0,0
228850,14282,7.14,0.7,1401,3.0,300
412350,4176,0.0,2.76,0,0.0,0
281740,1310,40.22,12.62,411,0.0,0
277810,3663,320.22,31.12,356,0.0,0
215100,1459,0.0,3.58,0,0.0,0
090360,9222,87.39,3.19,337,0.0,0
108490,7148,0.0,3.85,0,0.0,0
067730,1764,164.52,1.96,21,1.74,60
071280,7003,4.59,0.89,1358,0.8,50
328130,5636,0.0,27.13,0,0.0,0
038060,1992,4.22,0.72,338,0.0,0
085370,6286,20.75,5.85,1771,0.88,322
08537M,0,0.0,0.0,0,0.26,151
060240,1490,0.0,1.33,0,0.0,0
058470,32491,22.01,5.1,7534,1.81,3000
039980,1554,0.0,0.52,0,0.0,0
019570,768,0.0,1.16,0,0.0,0
016100,2357,0.0,1.46,0,0.0,0
012700,16662,4.7,0.35,1250,13.63,800
302550,4883,26.85,3.59,653,0.0,0
073570,6722,3.08,2.27,4957,0.0,0
377450,8818,6.81,0.85,1095,0.0,0
277070,4210,18.88,1.2,267,0.56,28
042500,6765,4.97,0.59,810,0.0,0
219420,3754,32.21,1.48,172,0.0,0
439090,3642,2.73,9.14,12191,0.0,0
195500,4069,0.0,0.89,0,0.0,0
377480,4213,0.0,5.44,0,0.0,0
305090,366,0.0,19.34,0,0.0,0
098120,5894,8.55,1.23,848,1.1,80
424980,5335,14.19,3.15,1185,0.0,0
038290,17861,0.0,1.07,0,1.57,300
267980,69073,23.88,0.68,1966,2.56,1200
005990,26999,16.56,0.32,520,1.74,150
093520,8312,5.63,1.25,1854,1.15,120
377030,1953,0.0,3.92,0,0.0,0
100590,5967,140.0,0.84,36,0.0,0
067280,28530,6.18,1.11,5106,2.54,800
072870,26478,6.23,0.39,1637,10.29,1050
215200,35711,5.64,1.39,8793,4.24,2100
133750,2978,20.82,0.67,96,0.0,0
235980,1533,0.0,9.51,0,0.0,0
041920,5644,8.28,0.97,664,0.91,50
014100,7165,0.0,0.43,0,0.0,0
054180,2476,0.0,0.55,0,0.0,0
086900,67873,39.14,3.18,5518,0.46,1000
078160,11147,47.84,0.82,190,0.0,0
065650,661,0.0,2.07,0,0.0,0
408920,1803,0.0,1.59,0,0.0,0
021880,374,0.0,0.83,0,0.0,0
140410,981,0.0,40.57,0,0.0,0
241770,19540,2.66,0.61,4453,3.84,455
059210,2649,31.3,1.36,115,0.56,20
058110,4312,0.0,0.69,0,1.0,30
257370,2120,0.0,4.34,0,0.0,0
434480,1490,81.02,4.79,88,0.0,0
080420,4472,0.0,0.63,0,0.0,0
417970,9776,12.67,1.78,1370,1.73,300
080160,3211,0.0,5.33,0,0.0,0
087260,1415,37.38,1.72,65,0.0,0
101330,12937,4.83,0.3,809,1.79,70
012860,2532,29.79,1.14,97,0.35,10
363260,250,0.0,3.17,0,0.0,0
348030,8312,14.92,1.06,589,0.0,0
250060,742,0.0,4.1,0,0.0,0
288980,1131,40.53,2.04,57,0.0,0
033200,7713,0.0,0.59,0,0.0,0
333050,837,0.0,1.72,0,0.97,14
118990,7276,10.6,2.3,1580,1.47,246
006920,2326,24.18,1.78,171,0.0,0
001810,9321,0.0,0.21,0,0.78,15
279600,3538,0.0,2.91,0,0.0,0
095500,8218,0.0,2.42,0,0.3,60
254490,5065,15.65,4.32,1399,0.0,0
218150,2147,92.88,2.25,52,0.0,0
442900,0,0.0,0.0,0,0.0,0
100790,6217,4.24,0.8,1169,0.0,0
412930,0,0.0,0.0,0,0.0,0
446190,0,0.0,0.0,0,0.0,0
448830,0,0.0,0.0,0,0.0,0
049950,16837,10.86,2.41,3737,0.74,300
207760,912,46.62,2.15,42,0.51,10
059090,4503,0.0,2.45,0,0.0,0
214610,967,0.0,4.23,0,0.0,0
201490,3872,10.99,0.79,277,0.0,0
206640,7445,16.81,2.44,1080,0.83,150
018700,1705,0.0,1.13,0,0.0,0
035620,1160,0.0,0.61,0,0.0,0
053030,6196,22.66,1.47,402,0.0,0
301300,1017,0.0,8.31,0,0.0,0
064550,9144,83.76,4.29,468,0.0,0
314930,7509,62.64,7.59,910,0.0,0
208710,1212,178.67,0.88,6,0.0,0
086820,5456,0.0,1.78,0,0.0,0
038460,5038,94.47,0.71,38,0.0,0
251120,6211,26.42,2.09,492,0.0,0
199730,4339,9.07,3.16,1511,0.0,0
086040,3022,37.9,2.33,186,0.0,0
099430,1955,22.01,4.1,364,0.87,70
032980,645,0.0,2.46,0,0.0,0
222160,2907,100.0,2.06,60,0.0,0
308080,4717,0.0,1.19,0,0.0,0
043150,23514,6.82,1.5,5176,0.28,100
323990,1532,0.0,19.71,0,0.0,0
267790,3865,0.0,1.81,0,0.0,0
046310,3002,12.23,1.18,289,0.0,0
331520,517,31.71,2.15,35,0.0,0
438700,2725,0.0,4.39,0,0.0,0
066410,1886,0.0,0.61,0,0.0,0
382900,12395,77.74,1.83,292,0.0,0
206400,2426,0.0,1.82,0,0.0,0
019010,7548,0.0,0.29,0,1.36,30
177350,2564,0.0,1.75,0,0.0,0
299910,0,0.0,0.0,0,0.0,0
424760,0,0.0,0.0,0,0.0,0
225530,2447,18.19,2.47,332,2.48,150
250000,11667,5.36,1.22,2644,2.12,300
310210,2733,0.0,27.37,0,0.0,0
006910,1651,0.0,1.9,0,0.0,0
226340,835,42.46,3.31,65,0.0,0
014470,3441,4.31,0.73,582,0.0,0
008470,9740,0.0,0.5,0,1.03,50
338220,1643,0.0,22.09,0,0.0,0
100120,22784,10.38,1.32,2890,2.33,700
406820,10616,24.24,2.49,1089,0.0,0
337930,2675,13.79,1.77,344,2.53,120
099390,5354,11.58,1.34,621,0.83,60
064480,4465,23.07,1.51,293,2.22,150
288330,2607,0.0,2.11,0,0.0,0
365900,6716,25.08,0.71,191,0.0,0
251630,6661,0.0,1.84,0,0.82,100
018290,2395,31.43,4.49,342,0.0,0
044480,873,0.0,1.44,0,0.0,0
033560,9397,0.0,0.41,0,0.0,0
369370,845,0.0,1.95,0,0.0,0
126340,10977,25.41,4.86,2098,0.0,0
121800,10366,0.0,0.32,0,0.0,0
148140,0,0.0,0.0,0,0.0,0
082800,452,0.0,1.4,0,0.0,0
318410,13154,52.17,0.73,184,2.08,200
419540,752,0.0,2.93,0,0.0,0
146320,5955,19.07,2.73,851,0.0,0
200780,9427,198.48,0.69,33,1.53,100
141000,14931,6.71,0.62,1382,1.62,150
083650,1898,0.0,3.68,0,0.0,0
445360,0,0.0,0.0,0,0.0,0
142760,690,0.0,4.33,0,0.0,0
065170,380,0.0,1.66,0,0.0,0
086670,11634,7.91,1.21,1784,1.42,200
335890,670,37.12,10.97,198,0.14,10
138580,3070,21.32,3.42,493,0.0,0
082920,8768,20.2,2.51,1089,0.91,200
054220,374,0.0,1.48,0,0.0,0
042370,8197,34.09,1.03,247,0.59,50
050090,1128,0.0,1.13,0,0.0,0
307870,564,0.0,6.07,0,0.0,0
357880,3236,0.0,2.0,0,0.0,0
032850,3816,18.85,1.46,296,1.09,61
148780,379,0.0,2.56,0,0.0,0
238200,6417,35.45,1.04,189,0.0,0
093190,11015,8.29,0.51,674,7.16,400
065450,2130,0.0,2.01,0,0.0,0
210120,4735,43.39,4.92,537,0.0,0
072950,8591,16.78,0.54,278,3.6,168
143240,15673,7.26,1.23,2656,3.63,700
419120,7296,6.24,1.26,1469,1.97,180
122350,3011,0.0,0.86,0,0.0,0
419050,3638,25.16,4.57,661,0.0,0
014970,3969,0.0,0.94,0,2.0,75
018310,33446,4.0,0.53,4457,0.56,100
053700,14119,4.88,0.4,1169,0.88,50
009620,535,0.0,1.79,0,0.0,0
023600,31370,2.63,0.3,3517,1.89,175
380320,0,0.0,0.0,0,0.0,0
377630,0,0.0,0.0,0,0.0,0
425290,0,0.0,0.0,0,0.0,0
439250,0,0.0,0.0,0,0.0,0
448740,0,0.0,0.0,0,0.0,0
009300,29593,8.98,0.59,1952,2.28,400
225190,3600,12.0,2.71,814,9.21,900
361670,4529,0.0,1.38,0,0.0,0
054540,5141,0.0,0.78,0,1.24,50
065570,3631,0.0,1.43,0,0.0,0
032280,3874,23.1,0.47,79,0.0,0
002290,5077,17.59,0.7,201,3.54,125
037460,20202,2.4,0.37,3133,5.98,450
032750,11498,24.17,0.49,235,1.41,80
054090,3746,0.0,0.6,0,0.0,0
000250,7873,226.79,7.63,265,0.0,0
024950,7719,0.0,0.78,0,0.0,0
038500,6403,11.78,0.52,281,2.72,90
017480,12264,4.68,0.4,1037,6.19,300
046390,1462,5.4,1.29,349,0.0,0
027580,1114,10.81,1.44,148,0.0,0
038540,13665,5.11,0.32,866,2.26,100
101000,612,0.0,3.41,0,0.0,0
415580,0,0.0,0.0,0,0.0,0
091580,9077,9.33,1.87,1819,0.68,115
263810,2891,62.09,1.7,79,0.0,0
089980,11865,50.32,2.02,476,0.84,200
042940,613,0.0,0.89,0,0.0,0
042600,16261,4.56,2.06,7365,0.0,0
107600,12989,45.23,6.43,1846,0.36,300
411080,203,45.66,40.94,182,0.0,0
252990,2296,16.6,2.23,309,0.0,0
378800,1303,0.0,3.2,0,0.0,0
294630,370,0.0,14.3,0,0.0,0
038070,10044,8.62,0.98,1143,1.32,130
006730,11459,31.84,0.78,282,0.56,50
079650,3445,30.14,0.52,59,0.0,0
100660,5090,28.5,0.97,173,0.71,35
019770,6522,16.67,0.61,240,1.13,45
043710,601,0.0,1.5,0,0.0,0
092190,2110,0.0,2.16,0,0.0,0
046890,12504,0.0,0.96,0,1.83,220
063170,7375,47.3,1.73,270,0.78,100
027040,780,0.0,0.65,0,0.0,0
018680,3038,40.26,1.26,95,0.0,0
093920,10618,4.76,0.55,1235,6.8,400
189860,3515,0.0,1.31,0,0.0,0
178320,14358,343.49,1.03,43,0.0,0
122690,3973,10.2,0.92,357,0.0,0
140070,5292,5.18,0.72,733,1.32,50
011370,3928,2.57,0.26,390,4.99,50
065710,17842,8.57,1.06,2215,7.9,1500
035890,3361,2.97,0.4,454,3.34,45
357550,5512,60.59,8.72,793,0.0,0
003100,58858,7.83,0.33,2510,1.78,350
067370,1937,141.08,5.39,74,0.48,50
171090,9317,0.0,2.38,0,0.0,0
086710,5376,5.67,1.71,1620,0.22,20
014620,16891,10.29,0.86,1405,0.69,100
037350,18176,52.12,0.22,78,2.46,100
081580,7276,6.58,0.34,371,2.05,50
045300,7187,9.29,0.64,498,0.86,40
015750,14578,20.74,0.69,487,0.99,100
365340,24421,31.22,4.93,3856,0.0,0
080470,6008,17.38,0.93,321,1.25,70
043260,1685,0.0,0.99,0,0.0,0
148150,14689,10.36,0.99,1402,0.0,0
053060,1631,2.91,1.27,709,0.0,0
340440,1029,26.52,2.04,79,0.0,0
017510,4901,19.59,0.59,148,2.41,70
011560,18328,3.6,0.46,2361,5.88,500
396300,2407,30.07,1.87,150,0.0,0
100700,2841,10.92,0.92,240,2.29,60
024830,29139,3.71,0.25,1949,0.35,25
258830,487,0.0,2.48,0,0.0,0
036630,1159,0.0,0.52,0,0.0,0
039310,4896,11.01,0.46,203,0.0,0
067770,5424,0.0,0.51,0,0.0,0
053450,7541,0.0,0.96,0,0.0,0
222810,552,0.0,4.82,0,0.0,0
252500,895,33.91,1.21,32,0.92,10
321370,648,0.0,6.05,0,0.0,0
347000,1302,145.67,3.36,30,0.0,0
331920,2277,0.0,1.9,0,0.0,0
049180,1292,0.0,2.77,0,0.0,0
299660,2105,0.0,3.01,0,0.0,0
268600,294,0.0,22.72,0,0.0,0
108860,2340,75.09,9.21,287,0.0,0
208370,1469,69.83,5.61,118,0.0,0
318160,0,0.0,0.0,0,0.0,0
068760,9049,111.23,8.1,659,0.0,0
091990,12795,75.14,5.36,913,0.19,130
068940,680,2.74,1.14,284,0.0,0
060230,3549,0.0,1.04,0,0.0,0
290690,5249,0.0,3.56,0,0.27,50
032680,721,5.56,0.94,122,0.0,0
032685,0,0.0,0.0,0,0.0,0
258790,697,42.7,2.27,37,0.0,0
066910,695,0.0,3.63,0,0.0,0
043100,441,0.0,1.03,0,0.0,0
035610,4825,0.0,0.84,0,0.0,0
357780,100423,11.33,2.36,20967,0.84,2000
036830,55592,9.64,0.54,3107,0.57,170
304100,4225,0.0,9.05,0,0.0,0
328380,628,0.0,2.29,0,0.0,0
086980,2165,0.0,1.48,0,0.0,0
050960,11972,25.2,0.78,369,1.34,125
084180,614,0.0,1.33,0,0.0,0
253840,8641,4.14,0.81,1686,2.15,150
298830,0,0.0,0.0,0,0.0,0
